Bölge Müdürlüğü,Şube Kodu,Segment Kodu Tanım,Ürün Aile Adı,Ürün Grup Adı,Ana Ürün Adı,Bireysel Ticari,Ana Skont,Tarih,Kullandirim Tutari (Orj),Kullandirim Tutari - TL,Risk Bakiyesi,Doviz Cinsi
D Bölge Müdürlüğü,IT-592-052,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-06-02,1000000,1000000,2630009,TL
B Bölge Müdürlüğü,IT-592-091,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-06-25,300000,300000,323637,TL
D Bölge Müdürlüğü,IT-592-062,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-06-23,1000000,1000000,1024918,TL
E Bölge Müdürlüğü,IT-592-022,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-06-30,750000,750000,1217523,TL
C Bölge Müdürlüğü,IT-592-073,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-07-02,650000,650000,3772874,TL
D Bölge Müdürlüğü,IT-592-047,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Otomobil Kredisi,B,140201,2014-09-23,269150,269150,785585,TL
C Bölge Müdürlüğü,IT-592-029,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-07-15,600000,600000,86425,TL
E Bölge Müdürlüğü,IT-592-063,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-07-10,1100000,1100000,2036012,TL
C Bölge Müdürlüğü,IT-592-086,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-07-22,1000000,1000000,1223268,TL
B Bölge Müdürlüğü,IT-592-067,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-10-27,1100000,1100000,10853317,TL
B Bölge Müdürlüğü,IT-592-025,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-07-25,600000,600000,1063008,TL
B Bölge Müdürlüğü,IT-592-058,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-01-08,900000,900000,3574603,TL
D Bölge Müdürlüğü,IT-592-099,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-01-15,900000,900000,3564022,TL
E Bölge Müdürlüğü,IT-592-027,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-09-11,550000,550000,756611,TL
A Bölge Müdürlüğü,IT-592-024,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-09-19,900000,900000,1756591,TL
A Bölge Müdürlüğü,IT-592-068,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-08-27,1425000,1425000,1549813,TL
B Bölge Müdürlüğü,IT-592-002,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-12-01,550000,550000,3163241,TL
D Bölge Müdürlüğü,IT-592-045,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-10-01,1125000,1125000,6382559,TL
C Bölge Müdürlüğü,IT-592-043,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-10-09,550000,550000,3728268,TL
A Bölge Müdürlüğü,IT-592-038,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-10-02,1050000,1050000,1706377,TL
C Bölge Müdürlüğü,IT-592-017,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-09-30,1100000,1100000,2199309,TL
E Bölge Müdürlüğü,IT-592-004,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-09-30,1500000,1500000,1501887,TL
D Bölge Müdürlüğü,IT-592-047,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-10-20,1087500,1087500,3076506,TL
B Bölge Müdürlüğü,IT-592-002,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-10-21,1162500,1162500,2380319,TL
A Bölge Müdürlüğü,IT-592-068,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-11-05,1000000,1000000,1461058,TL
E Bölge Müdürlüğü,IT-592-055,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-10-31,1087500,1087500,2311295,TL
A Bölge Müdürlüğü,IT-592-054,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-11-04,1125000,1125000,1673272,TL
A Bölge Müdürlüğü,IT-592-006,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-10-31,260000,260000,3644857,TL
A Bölge Müdürlüğü,IT-592-076,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-12-01,310000,310000,806646,TL
C Bölge Müdürlüğü,IT-592-043,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-11-14,1162500,1162500,271799,TL
E Bölge Müdürlüğü,IT-592-096,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-11-21,1010000,1010000,11902692,TL
A Bölge Müdürlüğü,IT-592-005,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2016-03-16,500000,500000,1217051,TL
B Bölge Müdürlüğü,IT-592-031,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-12-05,1125000,1125000,823266,TL
E Bölge Müdürlüğü,IT-592-061,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-12-03,850000,850000,8297008,TL
C Bölge Müdürlüğü,IT-592-086,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2014-12-17,1000000,1000000,1344563,TL
B Bölge Müdürlüğü,IT-592-092,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-06-09,1200000,1200000,1271996,TL
D Bölge Müdürlüğü,IT-592-052,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,140204,2014-12-31,1250000,1250000,14834397,TL
A Bölge Müdürlüğü,IT-592-042,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-01-07,1087500,1087500,6211539,TL
E Bölge Müdürlüğü,IT-592-096,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-01-15,500000,500000,946066,TL
A Bölge Müdürlüğü,IT-592-005,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-02-03,430000,430000,1729992,TL
C Bölge Müdürlüğü,IT-592-057,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-01-21,1162500,1162500,1709804,TL
C Bölge Müdürlüğü,IT-592-060,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-04-16,1100000,1100000,7996617,TL
B Bölge Müdürlüğü,IT-592-056,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-03-04,1500000,1500000,1696015,TL
A Bölge Müdürlüğü,IT-592-036,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-03-18,1275000,1275000,1459716,TL
E Bölge Müdürlüğü,IT-592-051,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-04-06,1250000,1250000,233947,TL
A Bölge Müdürlüğü,IT-592-066,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-04-03,1100000,1100000,3190574,TL
B Bölge Müdürlüğü,IT-592-002,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,1402031,2015-04-10,750000,750000,1105458,TL
E Bölge Müdürlüğü,IT-592-022,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-04-08,550000,550000,112540,TL
C Bölge Müdürlüğü,IT-592-023,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-04-06,800000,800000,4578565,TL
E Bölge Müdürlüğü,IT-592-035,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-04-17,1200000,1200000,3533871,TL
B Bölge Müdürlüğü,IT-592-000,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-04-09,1100000,1100000,1640356,TL
A Bölge Müdürlüğü,IT-592-011,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-06,1275000,1275000,14408771,TL
D Bölge Müdürlüğü,IT-592-014,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-04-20,2625000,2625000,36343349,TL
D Bölge Müdürlüğü,IT-592-001,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Otomobil Kredisi,B,140201,2015-04-27,230000,230000,474202,TL
B Bölge Müdürlüğü,IT-592-002,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Otomobil Kredisi,B,140201,2015-04-27,230000,230000,276321,TL
A Bölge Müdürlüğü,IT-592-064,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-07,700000,700000,980309,TL
D Bölge Müdürlüğü,IT-592-083,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-08,1275000,1275000,6660935,TL
D Bölge Müdürlüğü,IT-592-088,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-13,900000,900000,970805,TL
A Bölge Müdürlüğü,IT-592-068,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-08,1300000,1300000,2031661,TL
D Bölge Müdürlüğü,IT-592-088,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-15,1200000,1200000,3776576,TL
D Bölge Müdürlüğü,IT-592-013,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-18,500000,500000,689062,TL
E Bölge Müdürlüğü,IT-592-003,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-21,1100000,1100000,2349511,TL
B Bölge Müdürlüğü,IT-592-058,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-27,400000,400000,727892,TL
B Bölge Müdürlüğü,IT-592-075,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-05-28,600000,600000,805165,TL
A Bölge Müdürlüğü,IT-592-010,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-07-31,1000000,1000000,10840197,TL
B Bölge Müdürlüğü,IT-592-021,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-06-02,800000,800000,84485,TL
E Bölge Müdürlüğü,IT-592-096,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-06-11,1200000,1200000,2380952,TL
D Bölge Müdürlüğü,IT-592-012,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-06-11,550000,550000,849057,TL
A Bölge Müdürlüğü,IT-592-036,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-06-03,1275000,1275000,29552687,TL
E Bölge Müdürlüğü,IT-592-004,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-06-11,900000,900000,3201781,TL
A Bölge Müdürlüğü,IT-592-010,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-08-05,1237500,1237500,2351038,TL
A Bölge Müdürlüğü,IT-592-024,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-07-31,1100000,1100000,2551774,TL
B Bölge Müdürlüğü,IT-592-000,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-10-12,1275000,1275000,2275203,TL
C Bölge Müdürlüğü,IT-592-040,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-11-05,1140000,1140000,35973237,TL
E Bölge Müdürlüğü,IT-592-085,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-11-03,400000,400000,894682,TL
C Bölge Müdürlüğü,IT-592-070,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-11-11,1000000,1000000,2872169,TL
A Bölge Müdürlüğü,IT-592-066,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-11-16,1100000,1100000,4375728,TL
E Bölge Müdürlüğü,IT-592-096,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-11-26,1750000,1750000,486048,TL
E Bölge Müdürlüğü,IT-592-095,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-12-03,500000,500000,579503,TL
C Bölge Müdürlüğü,IT-592-086,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2015-12-25,1200000,1200000,2868974,TL
C Bölge Müdürlüğü,IT-592-049,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,Konut Kredisi,B,140200,2016-01-19,900000,900000,3079141,TL
A Bölge Müdürlüğü,IT-592-053,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-04-06,155000,155000,251753,TL
A Bölge Müdürlüğü,IT-592-006,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-04-13,153834,153834,98166,TL
B Bölge Müdürlüğü,IT-592-026,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-04-19,250000,250000,1355649,TL
D Bölge Müdürlüğü,IT-592-052,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-04-22,115000,115000,125086,TL
C Bölge Müdürlüğü,IT-592-069,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-04-21,460000,460000,582059,TL
B Bölge Müdürlüğü,IT-592-089,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-01-13,100000,100000,151579,TL
E Bölge Müdürlüğü,IT-592-003,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-05-22,60000,60000,131675,TL
A Bölge Müdürlüğü,IT-592-065,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-06-20,2189028,2189028,234294,TL
B Bölge Müdürlüğü,IT-592-028,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-10-23,150000,150000,486412,TL
D Bölge Müdürlüğü,IT-592-088,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-02-05,82000,82000,632224,TL
D Bölge Müdürlüğü,IT-592-083,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-02-13,306651,306651,702945,TL
D Bölge Müdürlüğü,IT-592-001,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-03-17,60000,60000,116535,TL
E Bölge Müdürlüğü,IT-592-003,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-04-19,500000,500000,3544349,TL
C Bölge Müdürlüğü,IT-592-057,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-12-31,1000000,1000000,5821519,TL
C Bölge Müdürlüğü,IT-592-049,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-02-29,200000,200000,232071,TL
A Bölge Müdürlüğü,IT-592-064,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-04-06,220000,220000,296403,TL
B Bölge Müdürlüğü,IT-592-002,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-02-04,680000,680000,907486,TL
E Bölge Müdürlüğü,IT-592-039,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2011-10-19,41000,41000,75489,TL
A Bölge Müdürlüğü,IT-592-037,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-11-12,285000,285000,807629,TL
A Bölge Müdürlüğü,IT-592-011,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2010-12-21,315000,315000,5915866,TL
E Bölge Müdürlüğü,IT-592-051,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2011-05-24,80000,80000,13010,TL
E Bölge Müdürlüğü,IT-592-094,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2009-12-15,20000,20000,22511,TL
D Bölge Müdürlüğü,IT-592-045,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2010-11-05,120000,120000,158492,TL
D Bölge Müdürlüğü,IT-592-045,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-12-10,95000,95000,509402,TL
C Bölge Müdürlüğü,IT-592-073,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-06-04,135000,135000,155069,TL
B Bölge Müdürlüğü,IT-592-074,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2013-09-02,35000,35000,497044,TL
A Bölge Müdürlüğü,IT-592-036,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-04-10,130000,130000,33733,TL
C Bölge Müdürlüğü,IT-592-029,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-04-20,140000,140000,239457,TL
A Bölge Müdürlüğü,IT-592-037,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-06-05,60000,60000,92059,TL
A Bölge Müdürlüğü,IT-592-018,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-06-04,100000,100000,111178,TL
D Bölge Müdürlüğü,IT-592-019,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2010-11-02,139000,139000,576141,TL
A Bölge Müdürlüğü,IT-592-010,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-02-04,100000,100000,405957,TL
E Bölge Müdürlüğü,IT-592-027,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-04-07,20000,20000,30741,TL
C Bölge Müdürlüğü,IT-592-070,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2010-05-11,217500,217500,2273019,TL
A Bölge Müdürlüğü,IT-592-053,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2010-12-21,160000,160000,1141561,TL
E Bölge Müdürlüğü,IT-592-098,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-07-07,200000,200000,6645515,TL
A Bölge Müdürlüğü,IT-592-066,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-10-22,381000,381000,454419,TL
A Bölge Müdürlüğü,IT-592-005,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-08-14,100000,100000,110108,TL
D Bölge Müdürlüğü,IT-592-088,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-12-22,327000,327000,754973,TL
E Bölge Müdürlüğü,IT-592-027,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-02-24,75000,75000,76703,TL
A Bölge Müdürlüğü,IT-592-018,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-09-10,80000,80000,1367206,TL
E Bölge Müdürlüğü,IT-592-094,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-12,100000,100000,420393,TL
C Bölge Müdürlüğü,IT-592-060,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2008-10-06,73000,73000,868157,TL
D Bölge Müdürlüğü,IT-592-052,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-07-23,60000,60000,99994,TL
C Bölge Müdürlüğü,IT-592-046,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2010-02-12,10000,10000,20497,TL
C Bölge Müdürlüğü,IT-592-078,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-04-14,21271,21271,21117,TL
D Bölge Müdürlüğü,IT-592-099,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-01-30,80000,80000,973335,TL
B Bölge Müdürlüğü,IT-592-000,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2010-06-14,200000,200000,203645,TL
A Bölge Müdürlüğü,IT-592-076,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2010-03-23,21000,21000,848407,TL
B Bölge Müdürlüğü,IT-592-092,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-06-23,75000,75000,127037,TL
E Bölge Müdürlüğü,IT-592-004,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-03-12,50000,50000,237853,TL
E Bölge Müdürlüğü,IT-592-022,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-08-03,90000,90000,90752,TL
B Bölge Müdürlüğü,IT-592-067,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2011-08-23,124000,124000,608891,TL
D Bölge Müdürlüğü,IT-592-008,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2011-04-14,225000,225000,565763,TL
A Bölge Müdürlüğü,IT-592-037,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2011-05-26,120000,120000,195674,TL
D Bölge Müdürlüğü,IT-592-099,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2011-03-25,166000,166000,368603,TL
B Bölge Müdürlüğü,IT-592-091,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2011-06-22,500000,500000,612553,TL
D Bölge Müdürlüğü,IT-592-059,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2011-04-29,320000,320000,497942,TL
D Bölge Müdürlüğü,IT-592-013,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2011-05-06,40000,40000,66959,TL
E Bölge Müdürlüğü,IT-592-003,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2010-08-25,20000,20000,60395,TL
E Bölge Müdürlüğü,IT-592-090,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2011-05-05,27000,27000,41774,TL
E Bölge Müdürlüğü,IT-592-063,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-12-26,60000,60000,732622,TL
B Bölge Müdürlüğü,IT-592-091,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2011-07-18,50000,50000,61617,TL
E Bölge Müdürlüğü,IT-592-096,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-05-25,60000,60000,64653,TL
B Bölge Müdürlüğü,IT-592-056,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-10-24,300000,300000,1454309,TL
D Bölge Müdürlüğü,IT-592-093,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-08-01,125000,125000,450956,TL
C Bölge Müdürlüğü,IT-592-050,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-10-22,30000,30000,600803,TL
C Bölge Müdürlüğü,IT-592-069,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-22,55000,55000,75863,TL
D Bölge Müdürlüğü,IT-592-062,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-10-23,60000,60000,68002,TL
E Bölge Müdürlüğü,IT-592-098,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-06-14,170000,170000,312854,TL
E Bölge Müdürlüğü,IT-592-098,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2010-10-28,360000,360000,28474786,TL
A Bölge Müdürlüğü,IT-592-076,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2010-04-02,580000,580000,888083,TL
A Bölge Müdürlüğü,IT-592-024,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-02-25,500000,500000,777336,TL
E Bölge Müdürlüğü,IT-592-094,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2009-01-05,200000,200000,370904,TL
A Bölge Müdürlüğü,IT-592-024,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-10-27,225000,225000,1165216,TL
E Bölge Müdürlüğü,IT-592-015,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2015-08-04,230000,230000,402384,TL
A Bölge Müdürlüğü,IT-592-037,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2014-07-14,75000,75000,76498,TL
E Bölge Müdürlüğü,IT-592-027,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2010-11-22,200000,200000,204742,TL
B Bölge Müdürlüğü,IT-592-075,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2011-07-29,100000,100000,111945,TL
B Bölge Müdürlüğü,IT-592-002,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2009-08-10,60000,60000,200456,TL
D Bölge Müdürlüğü,IT-592-014,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-06-27,40000,40000,42961,TL
A Bölge Müdürlüğü,IT-592-100,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-16,168000,168000,645441,TL
